game_id,play_id,period,clock,yard_line,down,distance,play_type,scoring,home_score,away_score,text,home_team,away_team
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_0,1,15:51,away 28,2.0,5.0,Run,False,0,0,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_1,1,14:07,home 9,,,Field Goal,True,7,0,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_2,1,13:09,away 2,1.0,5.0,Pass,False,7,0,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_3,1,12:56,home 32,,,Punt,False,7,0,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_4,1,11:44,home 28,,,Punt,True,7,8,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_5,1,10:54,away 47,,,Punt,False,7,8,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_6,1,09:30,away 16,2.0,1.0,Pass,False,7,8,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_7,1,08:04,away 38,,,Kickoff,False,7,8,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_8,1,07:23,away 25,,,Kickoff,True,7,10,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_9,1,06:54,home 33,2.0,10.0,Pass,False,7,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_10,1,05:16,home 27,2.0,10.0,Pass,False,7,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_11,1,04:06,away 26,,,Field Goal,False,7,10,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_12,1,03:48,away 43,1.0,4.0,Pass,False,7,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_13,1,02:58,away 5,,,Kickoff,False,7,10,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_14,1,01:38,away 42,,,Kickoff,False,7,10,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_15,1,15:13,away 8,1.0,7.0,Pass,False,7,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_16,1,14:33,away 16,3.0,7.0,Pass,False,7,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_17,1,13:47,away 26,3.0,8.0,Run,False,7,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_18,1,12:44,home 37,,,Field Goal,True,10,10,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_19,1,11:39,home 47,,,Field Goal,False,10,10,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_20,1,10:24,away 20,3.0,9.0,Pass,False,10,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_21,1,09:33,home 10,3.0,3.0,Pass,False,10,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_22,1,08:02,away 10,2.0,7.0,Run,True,18,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_23,1,07:35,home 40,,,Punt,True,21,10,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_24,1,06:24,home 4,1.0,5.0,Pass,False,21,10,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_25,1,05:11,away 37,2.0,8.0,Run,False,21,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_26,1,04:46,home 42,,,Kickoff,False,21,10,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_27,1,03:16,home 19,3.0,7.0,Run,False,21,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_28,1,02:47,away 24,,,Punt,False,21,10,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_29,1,01:32,home 45,2.0,1.0,Run,True,27,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_30,1,15:43,home 7,1.0,3.0,Run,False,27,10,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_31,1,14:08,home 37,,,Punt,True,33,10,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_32,1,13:25,home 36,3.0,6.0,Run,True,33,12,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_33,1,12:20,away 47,1.0,1.0,Pass,False,33,12,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_34,1,11:07,away 27,,,Punt,False,33,12,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_35,1,10:57,home 25,2.0,7.0,Run,False,33,12,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_36,1,09:58,home 16,,,Punt,False,33,12,Mock Punt play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_37,1,08:16,home 34,2.0,9.0,Pass,False,33,12,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_38,1,07:25,home 16,2.0,9.0,Run,False,33,12,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_39,1,06:57,home 36,,,Kickoff,False,33,12,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_40,1,05:31,home 45,3.0,9.0,Pass,False,33,12,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_41,1,04:12,away 25,2.0,10.0,Pass,False,33,12,Mock Pass play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_42,1,03:53,home 2,,,Field Goal,False,33,12,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_43,1,02:42,away 22,,,Kickoff,False,33,12,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_44,1,01:05,home 21,,,Kickoff,True,36,12,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_45,1,15:14,away 21,,,Field Goal,True,36,18,Mock Field Goal play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_46,1,14:32,away 9,,,Kickoff,False,36,18,Mock Kickoff play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_47,1,13:21,away 3,3.0,9.0,Run,False,36,18,Mock Run play,North Carolina,Kentucky
mock_2025_1_North Carolina_Kentucky,mock_2025_1_North Carolina_Kentucky_play_48,1,12:33,home 21,,,Kickoff,False,36,18,Mock Kickoff play,North Carolina,Kentucky
