id,start_date,season,season_type,week,neutral_site,home_team,home_conference,away_team,away_conference,home_points,away_points,margin,home_elo,away_elo,home_talent,away_talent,spread,home_adjusted_epa,home_adjusted_epa_allowed,away_adjusted_epa,away_adjusted_epa_allowed,home_adjusted_rushing_epa,home_adjusted_rushing_epa_allowed,away_adjusted_rushing_epa,away_adjusted_rushing_epa_allowed,home_adjusted_passing_epa,home_adjusted_passing_epa_allowed,away_adjusted_passing_epa,away_adjusted_passing_epa_allowed,home_adjusted_success,home_adjusted_success_allowed,away_adjusted_success,away_adjusted_success_allowed,home_adjusted_standard_down_success,home_adjusted_standard_down_success_allowed,away_adjusted_standard_down_success,away_adjusted_standard_down_success_allowed,home_adjusted_passing_down_success,home_adjusted_passing_down_success_allowed,away_adjusted_passing_down_success,away_adjusted_passing_down_success_allowed,home_adjusted_line_yards,home_adjusted_line_yards_allowed,away_adjusted_line_yards,away_adjusted_line_yards_allowed,home_adjusted_second_level_yards,home_adjusted_second_level_yards_allowed,away_adjusted_second_level_yards,away_adjusted_second_level_yards_allowed,home_adjusted_open_field_yards,home_adjusted_open_field_yards_allowed,away_adjusted_open_field_yards,away_adjusted_open_field_yards_allowed,home_total_havoc_offense,home_front_seven_havoc_offense,home_db_havoc_offense,away_total_havoc_offense,away_front_seven_havoc_offense,away_db_havoc_offense,home_total_havoc_defense,home_front_seven_havoc_defense,home_db_havoc_defense,away_total_havoc_defense,away_front_seven_havoc_defense,away_db_havoc_defense,home_adjusted_explosiveness,home_adjusted_explosiveness_allowed,away_adjusted_explosiveness,away_adjusted_explosiveness_allowed,home_adjusted_rush_explosiveness,home_adjusted_rush_explosiveness_allowed,away_adjusted_rush_explosiveness,away_adjusted_rush_explosiveness_allowed,home_adjusted_pass_explosiveness,home_adjusted_pass_explosiveness_allowed,away_adjusted_pass_explosiveness,away_adjusted_pass_explosiveness_allowed,home_points_per_opportunity_offense,away_points_per_opportunity_offense,home_points_per_opportunity_defense,away_points_per_opportunity_defense,home_avg_start_offense,home_avg_start_defense,away_avg_start_offense,away_avg_start_defense,game_key,conference_game
mock_2025_1_North Carolina_Kentucky,2025-09-01 00:00:00,2025,regular,1,False,North Carolina,MAC,Kentucky,MAC,40,21,19,1620.7628496826055,1453.8484702476555,395.5272356088525,623.5709089414247,6.676575177397999,0.1705178833794553,0.0802122332068999,0.242247787732786,0.1172560370748958,0.1695981436077241,0.1517574319637946,0.1793129541805506,0.0748074170199444,0.2432942990654283,0.1308521133859949,0.4130167984400443,0.1886452754123833,0.4152283063367589,0.4221811995585264,0.4381884179958317,0.4532964317243015,0.3900179591403544,0.4581082816291855,0.486297123680484,0.5315687786368141,0.3308266680018719,0.3168957399666208,0.2840180245936081,0.2532601015412603,2.8746049912089915,2.6945839924577135,2.911520508247489,2.962832749248408,1.1716047599163335,1.106286736685374,1.1913198267612537,0.9956921174686524,1.492964183652321,1.572725391497294,1.4050519032405435,1.4650703316791431,0.1818287763450113,0.0795947005500107,0.1037395936532866,0.1384315397293372,0.089891433545388,0.1014244772181222,0.1252813423547825,0.1058913907593831,0.0639061941675871,0.1606080191579321,0.1182660029382366,0.0542770038786169,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Florida State_Maryland,2025-09-01 00:00:00,2025,regular,1,False,Florida State,ACC,Maryland,American,19,23,4,1599.7835075875707,1496.8247711601382,792.1865104670695,580.9671199601936,4.118349457097302,0.026179203013675,0.2153288989687392,0.1574455214945988,0.1922861327432254,0.134524043947093,0.0743002990490799,0.0542849875844108,0.0978756967391778,0.3788488964257223,0.1890807725323207,0.2596667780565668,0.2213237280477504,0.4660728602370054,0.4118562708856223,0.4628155253016767,0.4096561358905005,0.4725582071482734,0.4501400617538386,0.4958425488522911,0.4482834693839195,0.3166036428512703,0.3257405448170254,0.3348700198557507,0.3414143810243172,2.665401831419535,3.1059380617012695,2.7398810970432774,3.2052264446207523,1.092929141749753,1.0975788089539733,1.109754045564498,1.1878122035506462,1.2801904369401758,1.6329747855631067,1.1633507022552845,1.7339774332999054,0.2558026773004484,0.0303201890984082,0.0999986395857455,0.2275393608352398,0.1010813214744448,0.0947605189662831,0.1069976773031349,0.0942959720374529,0.055782468663042,0.230450771160226,0.1002046772679372,0.0419180704372108,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Texas State_Missouri,2025-09-06 00:00:00,2025,regular,1,False,Texas State,Big 12,Missouri,C-USA,36,8,28,1390.0324756349426,1444.365423055936,435.14964914893994,538.7274994775883,-2.1733178968397353,0.1023034266908325,0.2318633707111315,0.1321502777961299,0.3224565767278521,0.2178269126838529,0.1768406183558931,0.1053129873740915,0.0964412891204561,0.2782852900591925,0.2172854135201795,0.262310528724891,0.1616742387265985,0.3992630979961334,0.4256874009800886,0.4350027907118717,0.3635752430148249,0.5047032909388923,0.446719058494632,0.4576688862919046,0.418394245635555,0.3343847163548571,0.2756642024311445,0.3022867917406212,0.2780252544976549,2.988041970975195,2.9155411383085252,3.0155952644648107,2.956883201867679,0.9667048670345812,1.1634049132857884,1.1742331636005667,1.140785646417012,1.2730538707233623,1.2078839075470764,1.3017116314313246,1.5645997728006178,0.205087424810399,0.1821806127008791,0.0562795970586376,0.21837925197533,0.108769885664206,0.0472134470429652,0.1846471619941488,0.0538551030588081,0.096679929019093,0.1784687764672466,0.1109649570527439,0.0554637677093495,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_UCF_Army,2025-09-04 00:00:00,2025,regular,1,False,UCF,SEC,Army,Pac-12,19,31,12,1375.262548741911,1428.2284301274383,626.398525944841,659.3392919777144,-2.1186352554211045,0.0718195340316961,0.0353345048530033,-0.0070628807658389,0.1857523295904529,0.055120627926755,0.1203659057218113,0.056041765887605,0.1313394034122768,0.3141568950151652,0.2806117434927641,0.3418098970510612,0.2639792394852159,0.4030232161022911,0.3934055117392271,0.4461646735039136,0.4606310655481235,0.5062935677114595,0.4654540594570479,0.468039860401353,0.528925692083047,0.3202014540766557,0.3338815434143947,0.3438189275425415,0.3152522689630926,3.1265977921940924,2.9752999045888533,2.724570211989566,3.2743852472955197,1.210605853658397,1.1782413538815302,1.16368095028019,0.9547324092525968,1.6210886924022234,1.6416556383478988,1.1657812146476147,0.9290104163090346,0.2154725836424193,0.0979370283068567,0.0478882590937459,0.1753667510245471,0.1276961188249567,0.0450256368337875,0.1253715375921492,0.0897220460627335,0.064205887120922,0.1021511402164336,0.0690060235427385,0.0725403871511435,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Indiana_Boston College,2025-09-06 00:00:00,2025,regular,1,False,Indiana,ACC,Boston College,MAC,25,21,4,1501.2404784524138,1334.211559061221,940.958063279932,822.7401211198049,6.681156775647715,0.2173384981296501,0.1609053528543924,0.1633115025594878,0.2379725399432637,0.1336221297736913,0.0857439728369722,0.0931190625073249,0.025823504566411,0.0546628364456323,0.3188797187694105,0.1463016956642998,0.2568931485302389,0.4339044937937092,0.4265476493279285,0.4468091635818692,0.4005486823324252,0.472970249137883,0.4623312685160462,0.4519396858287761,0.4477643570445522,0.3357532387600556,0.3068122726194523,0.2995566847517781,0.3735391591141646,3.1687127909565027,2.824664661092844,2.994224223474935,2.9393026421891144,1.060651453245549,1.0702070361899547,0.953058670762455,1.1239040969237268,1.4283960526289934,1.5896630779172414,1.4493063323000588,1.1337782855133005,0.1874357418224921,0.1134174904885243,0.0659115775231894,0.2055569771481999,0.1252369342052315,0.0830404345079721,0.1989014062991682,0.0667487722745009,0.046623923146289,0.252940762405584,0.1276815651579788,0.0819048510919702,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Georgia Tech_Arkansas State,2025-09-06 00:00:00,2025,regular,1,False,Georgia Tech,Pac-12,Arkansas State,American,39,24,15,1596.4564459936028,1501.3881513767103,503.907461816838,393.15821689920347,3.802731784675698,0.2178601397945233,0.1187245532297533,0.1916157360640365,0.1363423948611841,0.1077686518234094,0.1088203360667759,0.1666646063161983,0.1031258343382516,0.2327889487530068,0.1877279775291898,0.3342564976936583,0.2249603816213034,0.5049872270754993,0.4502364266724131,0.4853195697935632,0.4419530685022781,0.4332962059653055,0.4755077254052233,0.4881897481714911,0.4967500443898122,0.3294147360910894,0.3186767700692523,0.3585089064898303,0.310694162850873,3.3903149225138622,3.3461461164477035,2.6898765288902067,2.8998401233795383,0.850124509125378,1.049010361623497,1.0787053734840957,1.010513974243061,1.5087456457011568,1.4395265671341388,1.0049263275299545,1.135007990566545,0.1537094381678862,0.1041928170128446,0.0663456743704758,0.0923516629189144,0.0843316892078992,0.0496649545928596,0.1081895888134022,0.1656981286286347,0.0741157434381282,0.1606015585647038,0.113879085735042,0.0619374478900962,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Miami_California,2025-09-03 00:00:00,2025,regular,1,False,Miami,Pac-12,California,SEC,20,30,10,1579.9779343641226,1675.002649040091,523.7296221978331,430.1620217765704,-3.800988587038737,0.1346243807292803,0.20304165015706,0.1571021115939724,0.1308785532315521,0.0885475514788829,0.1202741377798515,0.0976077236438863,0.0925488032679264,0.3677792184206057,0.3205626709673574,0.2473330165979071,0.2285050897708526,0.4409787743471451,0.3726772532456923,0.46671556673857,0.4625713313392781,0.4385659788439432,0.4453106497814311,0.507431557362085,0.4414798785100628,0.313562045097087,0.3917898794537219,0.3420330573127227,0.339317482919046,2.9877071771368207,2.705398258647759,2.832224656465972,3.12763760995076,1.0751966576932823,1.0511815240170952,1.099882775159862,0.9334966340544072,1.7389607493094346,1.6712456019748925,1.3945621280867757,1.21265614093126,0.1895443823409858,0.1000543583088954,0.0647653871536421,0.1794833641076731,0.1260176914708923,0.0772950790848057,0.1561072933718128,0.0854229748582892,0.0749744221779175,0.1369167726438599,0.1088336821024113,0.0880042311860562,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Miami (OH)_Sam Houston,2025-09-06 00:00:00,2025,regular,1,False,Miami (OH),Pac-12,Sam Houston,Big Ten,28,23,5,1658.7404774273105,1526.9430244640096,289.7648177693069,510.94122117217375,5.271898118532035,0.1918817941946261,0.1138222169087443,0.1569045317667841,0.2839597675406579,0.1214598095834243,0.1454907859011486,0.0728313525505573,0.1423219636849781,0.3879952035111678,0.3338727241761544,0.1221516207184835,0.5048021669461692,0.4284106787577127,0.4161742602862808,0.4129272898963203,0.4374163306268891,0.4345775067761496,0.4376307970006233,0.5186529059159485,0.4609561212072037,0.3170237077629806,0.294302869302363,0.3603269802170996,0.3025955567501101,3.239504864750729,2.716769614265943,2.7804577757492295,2.8497674720601496,1.1300927045677207,1.1196449278774685,0.8244442064967881,1.272248042530095,1.564549913447599,1.29981610460363,1.4930116853764506,1.5195317462158595,0.1423020884051759,0.0843123451679494,0.0641253247464065,0.1918082866770563,0.045591841885699,0.0556878502136997,0.2013257250808969,0.1639251857383779,0.0769257389008315,0.1071134024072779,0.1196171870957243,0.0762305019572268,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Washington_Old Dominion,2025-09-03 00:00:00,2025,regular,1,True,Washington,C-USA,Old Dominion,C-USA,27,28,1,1693.4798987351176,1733.730583017497,621.1726993921542,594.5307696169405,-1.6100273712951911,0.1332519112505227,0.0853278050044039,0.0912544102208137,0.2473842333615087,0.0883555828105736,0.0538992379056414,0.0501178269910221,0.1334413807576929,0.3373666141425954,0.1996679384811878,0.2952498514343659,0.1772525131808585,0.3884031935968079,0.4277804617873898,0.4330469077704707,0.3647806140899091,0.4765715964455986,0.4359263247005925,0.4464867405538475,0.4776352557951637,0.3175001679878176,0.3283662758591844,0.2752139365515266,0.3374500775233074,2.951876754013881,3.2829715591359325,3.1178512276858297,2.5641153197839683,1.2333279115870963,1.0883370465840492,1.0336942982214927,1.3348331596162506,1.2819595200221154,1.3889769750853722,1.2407230573679071,1.416132068106186,0.1718994765105607,0.165046795462175,0.0824402384248479,0.14781774550797,0.1091472522126118,0.0331243473152164,0.1397278543691189,0.1003375953023261,0.0255883154251824,0.1769228510947965,0.0916407042006115,0.0569583346105898,,,,,,,,,,,,,,,,,,,,,,
mock_2025_1_Arizona_Bowling Green,2025-09-05 00:00:00,2025,regular,1,False,Arizona,American,Bowling Green,C-USA,41,25,16,1403.9980615721367,1258.3993767341838,630.9217989759762,283.2901937690485,5.82394739351812,0.1207759793939535,0.211668668926596,0.1847393065351573,0.1372745338519315,0.0790972549088556,0.2260605203599611,0.0618586235931516,0.0886754616356338,0.2291168273156844,0.2504963503441303,0.2416523582999656,0.2735699831523617,0.4361955748662856,0.4645342195769305,0.4257963139471797,0.4725327050015258,0.4604560659632192,0.4480137647049971,0.5195397788620396,0.4733069708615307,0.3130035473679425,0.3181907900097863,0.2979051517345653,0.2710467823582544,3.229654274262602,3.129886485307757,2.695917689781041,3.0592873993237815,1.028038615295727,1.174246481410242,1.0198734565685603,1.1010865237456535,1.5907210139193182,1.4277992083815332,1.356380339192478,1.02690837799658,0.1515141395494842,0.0693772767628453,0.0516735555144237,0.177915851116219,0.154482035854297,0.0528521128111286,0.2221135846382549,0.1418528402001516,0.0628178241751768,0.1232345994356977,0.0994863048497255,0.0340265638137465,,,,,,,,,,,,,,,,,,,,,,
