game_id,home_team,away_team,winner_recommendation,confidence_level,score_prediction,spread_analysis,over_under_analysis,betting_recommendations,upset_probability,key_factors,strategic_advantages,game_script_prediction
401761655,Arkansas State,Louisiana,Arkansas State,0.8325561554995036,"{'home_score': 31, 'away_score': 32}","{'predicted_spread': -6.605928503346988, 'recommendation': 'Home'}","{'predicted_total': 49.45655427822872, 'recommendation': 'Under'}","['Home ATS', 'Away ML']",0.2865257511922907,"['Special teams', 'Third downs', 'Turnover margin']","{'home': ['Home field', 'Pass defense'], 'away': ['Coaching', 'Pass game']}",Close game
401754598,NC State,Florida State,Florida State,0.6811326294198271,"{'home_score': 30, 'away_score': 31}","{'predicted_spread': 9.763508266328188, 'recommendation': 'Away'}","{'predicted_total': 40.784674265305846, 'recommendation': 'Under'}","['Under Total', 'Prop Bet']",0.28067971019925564,"['Turnover margin', 'Red zone', 'Third downs']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Coaching']}",Close game
401760418,UNLV,Hawai'i,UNLV,0.783993753611075,"{'home_score': 20, 'away_score': 35}","{'predicted_spread': -0.09712191052060426, 'recommendation': 'Home'}","{'predicted_total': 64.05891706444679, 'recommendation': 'Over'}","['Home ATS', 'Over Total']",0.3430266468909563,"['Turnover margin', 'Special teams', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Coaching']}",Close game
401752781,Texas A&M,Samford,Texas A&M,0.7253115146905996,"{'home_score': 26, 'away_score': 22}","{'predicted_spread': 3.8521161176971965, 'recommendation': 'Away'}","{'predicted_total': 51.843566878924, 'recommendation': 'Under'}","['Prop Bet', 'Under Total']",0.2634998546344869,"['Turnover margin', 'Special teams', 'Red zone']","{'home': ['Run game', 'Pass defense'], 'away': ['Coaching', 'Run defense']}",Defensive battle
401754603,Virginia Tech,Miami,Miami,0.7101099504731243,"{'home_score': 39, 'away_score': 37}","{'predicted_spread': -12.924033966679888, 'recommendation': 'Home'}","{'predicted_total': 59.00768075717674, 'recommendation': 'Over'}","['Away ML', 'Prop Bet']",0.21648411215535265,"['Special teams', 'Turnover margin', 'Red zone']","{'home': ['Home field', 'Pass defense'], 'away': ['Pass game', 'Run defense']}",Blowout
401752909,Northwestern,Minnesota,Minnesota,0.6187623550683239,"{'home_score': 36, 'away_score': 35}","{'predicted_spread': -10.99392720290659, 'recommendation': 'Home'}","{'predicted_total': 42.37146013729627, 'recommendation': 'Under'}","['Over Total', 'Home ATS']",0.24626487146877327,"['Special teams', 'Red zone', 'Turnover margin']","{'home': ['Pass defense', 'Home field'], 'away': ['Coaching', 'Pass game']}",Blowout
401756958,Iowa State,Kansas,Kansas,0.7417692580762689,"{'home_score': 27, 'away_score': 16}","{'predicted_spread': -10.836710533408368, 'recommendation': 'Home'}","{'predicted_total': 45.93841044846857, 'recommendation': 'Under'}","['Away ML', 'Over Total']",0.17338865832679962,"['Special teams', 'Red zone', 'Third downs']","{'home': ['Home field', 'Pass defense'], 'away': ['Coaching', 'Pass game']}",Blowout
401754602,SMU,Louisville,Louisville,0.8994879752699876,"{'home_score': 33, 'away_score': 23}","{'predicted_spread': 4.233834070436394, 'recommendation': 'Away'}","{'predicted_total': 54.36167457249843, 'recommendation': 'Under'}","['Away ML', 'Over Total']",0.15808978212899982,"['Turnover margin', 'Special teams', 'Red zone']","{'home': ['Run game', 'Home field'], 'away': ['Pass game', 'Coaching']}",Defensive battle
401752778,Oklahoma,Missouri,Oklahoma,0.8848231200499161,"{'home_score': 23, 'away_score': 21}","{'predicted_spread': 3.0681234694523987, 'recommendation': 'Away'}","{'predicted_total': 66.98974740472984, 'recommendation': 'Over'}","['Over Total', 'Away ML']",0.3318406167216238,"['Red zone', 'Special teams', 'Third downs']","{'home': ['Pass defense', 'Home field'], 'away': ['Pass game', 'Run defense']}",Close game
401754606,Wake Forest,Delaware,Wake Forest,0.7950122454428785,"{'home_score': 45, 'away_score': 32}","{'predicted_spread': -13.053958826186445, 'recommendation': 'Home'}","{'predicted_total': 45.22922310989661, 'recommendation': 'Under'}","['Over Total', 'Prop Bet']",0.22557657925155178,"['Third downs', 'Red zone', 'Turnover margin']","{'home': ['Pass defense', 'Run game'], 'away': ['Coaching', 'Run defense']}",Defensive battle
401752912,Ohio State,Rutgers,Rutgers,0.6011395030690293,"{'home_score': 27, 'away_score': 30}","{'predicted_spread': -3.9881322944917645, 'recommendation': 'Home'}","{'predicted_total': 63.04145027255666, 'recommendation': 'Over'}","['Under Total', 'Home ATS']",0.1872012759112282,"['Red zone', 'Special teams', 'Turnover margin']","{'home': ['Home field', 'Run game'], 'away': ['Coaching', 'Run defense']}",Close game
401752776,Georgia,Charlotte,Charlotte,0.8239126772295708,"{'home_score': 31, 'away_score': 15}","{'predicted_spread': -0.5247200457582792, 'recommendation': 'Home'}","{'predicted_total': 66.30351829312461, 'recommendation': 'Over'}","['Over Total', 'Under Total']",0.3871840892170424,"['Red zone', 'Third downs', 'Turnover margin']","{'home': ['Run game', 'Pass defense'], 'away': ['Pass game', 'Run defense']}",Blowout
401761657,Georgia Southern,Old Dominion,Old Dominion,0.7488576009566642,"{'home_score': 28, 'away_score': 28}","{'predicted_spread': -3.9282464597798494, 'recommendation': 'Home'}","{'predicted_total': 53.5873027384047, 'recommendation': 'Under'}","['Away ML', 'Home ATS']",0.3500342472277479,"['Special teams', 'Third downs', 'Turnover margin']","{'home': ['Home field', 'Run game'], 'away': ['Coaching', 'Run defense']}",High-scoring
