game_id,home_team,away_team,home_talent,away_talent,home_adjusted_epa,away_adjusted_epa,home_adjusted_success,away_adjusted_success,home_motivation_factor,away_motivation_factor,rivalry_game_adjustment,championship_implication_adjustment,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85
2025_week12_001,Georgia,Tennessee,950,750,0.1,0.1,0.45,0.45,1.0,1.0,1.0,1.2,0.2917515590685082,-1.3529586899554524,1.5444441109873333,-0.29713470088319827,1.1625307149634345,-2.2972357050391565,0.3112302614876691,1.5912276314827896,-0.6578736908536198,-1.490325720552747,0.34273143674424794,0.6696373603096466,1.1839607847045912,0.12331045109697265,-0.20831913718861564,-0.5435154809913896,0.3461457752795792,2.5140944566248717,-0.45767426708275183,-1.4854864336698896,-0.009684090474917565,0.5894604668055321,0.949048091395981,0.8425566920104133,-0.9663572764922661,-0.47922761246938844,0.227785666905625,-2.0679241572353524,-1.227600943128731,0.8885534309648008,0.010148187439297233,0.6239386061590622,-0.289162311559695,-1.8062900628179523,0.875742676808116,-1.269864983730637,0.5880334064480527,0.7182437939266928,0.4761166455377451,0.4276397570351453,-2.3586978950963413,1.5174798658471056,0.981339774317565,-0.26839235707217574,-0.48140079924122503,-0.8437318105709263,-1.3386982425453753,1.2666394256430422,-0.18590824248301424,-2.1559305616573066,0.33913318543959,0.7968237315111071,0.18604770802428885,0.9287331109182291,0.8513296196516551,-0.2688577380962588,-0.07818700752838321,0.42329091409377434,-1.1421965481455734,1.4069322301384852,-1.5135811142149143,0.22334920746226228,-0.6154765298356193,-0.38540022489594666,-1.4805964108554375,-0.02210255985897399,1.1789292522852917,0.24740400175838367,0.27503945819099385,-2.04362691062846,-0.48339953489083054,0.25980056800605084,1.4360139609652707,-0.2764761869292961,-0.5274100020281244,-1.1469425030324645
2025_week12_002,Ohio State,Michigan,940,920,0.1,0.1,0.45,0.45,1.0,1.0,1.15,1.2,-1.0579088283709062,-1.4944518064218746,0.8825199415637549,0.7878097735536533,-0.6590748236301314,-1.5032197565597198,-1.0579676899841384,-1.1971642970496832,-0.09403954802858795,1.0753677491884814,0.9667705373098207,-1.1983363268571974,0.4897842796547059,0.3937909062622906,-1.553144862097187,0.7345813089430967,-0.24029131496057704,0.6721619295472545,0.860395797465198,0.22249813552499903,0.06262439127004486,-1.2027557823262702,-0.5362783526746766,-0.05540727449645889,0.24858578213252194,-1.521426482395121,-0.136109791291423,-1.6436010445269247,1.668648530727205,-1.5977237038897445,-0.47703251166222804,0.4045284603343311,-0.00482650627765297,0.6818792980961613,-1.1654035114200818,-0.7456250006992176,-2.241387409253189,0.8416417356915004,1.0975147406676302,1.3199514693635883,-0.42337009735514586,0.5002590918091692,-0.3670001822102256,-0.1553344031690167,0.2995631497969704,0.157830604574883,2.430548309857755,-0.4107820753832371,0.9999773719216093,0.0946820725416431,0.8212283414355355,0.3621443538201373,0.19595559187095246,-0.7616584843177879,-0.7639576130770238,0.7206014055092086,2.4053632255146726,-2.230546269529755,0.08487133583872557,0.786345284430493,-0.26921493271222807,-1.0800417275581469,-0.9350814985661962,1.8783329335496348,-0.23571131643625337,0.8542276477189584,-0.31846606020528023,0.04275044614252318,-0.5399835346670898,0.8978406646428985,-0.7304712180841271,-0.03305563743964783,-1.2667503083209193,-0.34674605269148706,-1.1951001854097167,-1.2021983991503022
2025_week12_003,Texas,LSU,900,880,0.1,0.1,0.45,0.45,1.12,1.0,1.0,1.2,-0.18341058725212542,1.6877831968004882,1.6797258020537145,0.13394064967968503,0.8081874836692895,-0.4968942095446664,-0.6295318030652353,0.536343608047704,0.3960890127317554,0.16913849717695076,1.2451584278217447,0.34988821564070804,1.2532489674375553,-1.1441261353185908,0.17649260631517863,-0.07457775852389986,1.6571336576545093,0.4247847322540548,0.277896576978617,-1.3680090506755418,-0.45954726128944906,-0.38015365425498043,-0.6140307244041248,-0.3656544567021538,-0.7165729742123373,-1.0047023650625504,1.8530009018231854,0.5799411668630565,-0.05066782693484582,0.6655797852555261,-1.0999120770023556,2.6585306410240706,1.4568108130362523,0.8457909578224033,-0.9032062834160948,1.4770434172529736,0.42418471067709546,1.2555618279106622,0.3104063894952043,2.05062877046831,-0.7618201950384167,-0.5936825171567355,0.06037851468330107,0.20568539170529088,0.8205101344465615,-0.6989843327327038,-0.389334022827844,-0.31877204244599777,-1.2755109263160598,0.4893495649297444,-1.3311843943958082,1.490267404794617,-1.2694216682412602,0.8059598772811034,0.21983197955653005,-0.3515152903022727,-1.0356062516401352,-1.1283652761188276,0.4478946533449917,1.8400550280915628,0.20345299089730995,0.33963573011920845,0.2133349109484662,-0.4730751362347477,-0.6613588939862896,0.9282574367944296,0.7236774341687529,-1.2952428110702365,-0.6869466029809397,0.2546430598800095,1.0157842667831365,-0.7646078783385714,-2.6257902273480784,0.44052077074154106,0.8009122455511636,-0.7710326581270992
2025_week12_004,Oregon,Washington,870,880,0.1,0.1,0.45,0.45,1.0,1.0,1.0,1.2,0.49513559123084067,0.3618473628695067,-1.6006779272619858,-2.3952947849106834,-0.189823473263979,-2.0530050625014806,0.8916290120802992,0.19532098127425107,0.36244035349365455,0.08261610804859433,0.006580837346502564,0.5923440134981511,0.5354478175145271,-0.9544002986438628,-0.5682466202399477,1.3457971161361497,1.2266245352066811,-0.20007903081504255,0.03746276258675909,0.13448801223791296,1.2676028084662603,-0.38339343599241105,-0.684382711430534,0.25266418640182814,-2.3510209531922563,-0.26565945716051653,-0.08462506535733073,0.23900953628844998,0.3245213651797881,-0.16192063202274007,1.0351661960915264,0.49745408556329385,1.4877383813259004,0.17902400547059213,1.4894181402286193,2.02185279254517,0.3494678530254845,0.12732675490398757,1.590886382023421,0.166856181927244,-0.3956317610396782,1.2817699865479018,0.09281443590898958,1.428171720969115,-0.805640344485475,-1.926845039925985,-0.3622810563679062,-1.00684908683048,0.14240595534704079,-1.7963413180559518,0.38645049943581344,1.0633473838041463,1.0303207357780633,-2.1081307849315705,0.8198113609670821,-0.4442082122967091,0.8709986478018624,-0.899646065819709,0.9529338666479971,-0.12400791811850896,0.11475215025081849,0.031246769871681943,-1.2278265825996617,1.556536637316236,-2.3751879565172547,0.5431843645993757,1.8009280199130766,-0.3179147569117175,-0.6505098675481253,-0.09821353377576725,-1.2113495803112637,-0.3213622867295398,-1.0567338009012808,-1.4217155279443765,-1.8996029451796241,-0.38146334530287257
2025_week12_005,Florida State,Miami,860,750,0.1,0.1,0.45,0.45,1.12,1.0,1.15,1.0,0.19852036516551283,-1.0300373974703845,-0.3092471993304478,-0.986883016282787,0.14592994033643367,0.773400860001793,1.3341037875120656,-0.5890905134683428,-1.1645288749598828,0.3671272214671906,1.7455166037465484,-1.1093604753038722,0.47016559450232037,0.45776337927001554,0.3647741859879067,-0.8514425351301755,-0.21780664285148793,1.582781558115775,0.9859778855314335,-0.39441580700704565,-0.3965049825666001,-1.2588958990456003,-0.8102398890805393,0.893071214508366,0.3223553187567323,0.3305997496436834,-0.46936163286729227,0.7395371843133756,1.6972244631679874,0.3346452427011386,0.7877879139389864,0.528834686407172,-0.6927367015493265,-1.3429639014301116,-1.6602235504878877,-0.790790928549915,-0.020415919655837885,1.2324644276959866,-1.217605567299601,-1.1952696430350513,0.9642620140321632,-0.9914251046600873,1.621428099814505,0.3337185209794007,1.6489077457497463,1.6232006273656416,-1.4135690159518182,0.3652251822222766,0.21666722269262897,-0.3856134345677707,1.6806226024812005,-0.2798767857872033,0.7810922548102454,0.11907712858688013,-1.1903680696292351,-0.9403135112015911,-1.2198303536178186,-0.7756413401596873,0.5795941518606836,0.18990832303428848,-0.48126035761510816,1.1134298552500432,-0.08647537815066178,0.07220093610612117,1.1521979684094183,0.5611773184716756,0.024486671637063796,-0.394909246205358,-1.8609532009724687,0.1334511662978166,-0.7963130696501842,-1.22899577206149,-1.6178785782152882,-1.6528123589517494,-1.0245514685868327,0.9590727368223484
2025_week12_006,Kansas State,TCU,750,750,0.1,0.1,0.45,0.45,1.0,1.0,1.0,1.0,-0.058096942745934396,-0.3382887090843093,1.4013246518529856,-1.0102995428201655,-1.5877946613655076,-1.0283163376791773,-0.7327891404391568,-0.330823815103792,-0.7060482823844753,0.9408810764411776,0.1523689342773726,0.4826109356514057,1.5692697143211431,-1.0646938139166737,1.055332783352854,-0.37868113837283773,0.6788141263218518,-0.3799374319405229,-0.4550224789089945,-0.8843059018480756,-0.19092385478992724,-0.4501518272119569,0.8654258955566294,-0.08206916461589696,-1.630600152936439,-0.18367023311826525,-1.141700610654608,-0.43240982182787946,1.4524183066858698,-0.05690520507685471,-0.13008449163382987,0.439228813481424,0.2039036871216731,0.7470147997318444,1.5288013286897135,0.9273528924200714,2.4405641887641405,0.24121525221894435,0.4448682589974906,-0.8896437695220968,-0.28477016688263984,1.8616772991381256,0.43636563273175066,-1.3528752648539852,0.6679408167110503,1.4944630773795213,-1.306220625579187,-1.4807083133782486,-0.5367057181716649,0.10325745546247497,-0.5369891068230795,-0.8749169917073727,0.8458073818878918,0.7980911904392229,0.2780615843405896,0.19783851438660033,0.19373368929397433,-0.7277254728791999,0.8328529524953452,1.5581047096894463,0.05739158000427422,0.3642923647469099,0.4820715416544911,-0.6322376825375772,0.3405988808304021,0.8318741200060568,-0.047930791499751046,-0.7565771842476867,-0.9357167954102177,0.25875386635111,1.2683981832923183,-0.4019645731357512,0.6241443252536018,0.6355480015480336,-1.1987247742987808,-0.43593740854272756
2025_week12_007,Penn State,Michigan State,750,750,0.1,0.1,0.45,0.45,1.0,1.0,1.0,1.0,0.40749895329809577,0.556376696505744,0.3562023269313711,1.1982685630709928,-0.3175383268006437,0.7601032045840801,-0.49375914259630527,-1.4075766563816259,-2.1195061908392914,1.2890724990280233,-0.19449900045217766,-0.27012968833175766,-0.5018697919906819,-0.06352106400493265,-0.17493711173207366,2.740041674553844,-0.15684952290343493,0.5910258723134798,-0.09710483869100513,0.8028497605096285,-0.41888590269154813,0.7632155242357909,0.04496201704593261,0.25769373201383816,0.9363536003079518,1.299143465623394,0.7206595331634137,-0.4103488903064117,-1.4702429737022706,0.9294695773500212,-0.13097312008925127,-0.6666422257769109,-0.9348012937545161,-0.9565446907703198,-0.26001176884280935,0.07467585585908933,-0.13189645197638397,0.8379667426855955,-0.693591716531674,-0.013612481642569152,-0.011049979721183956,-1.8566404481389711,-0.46804899870635064,1.3866393440466054,-1.8940633460475462,-1.9568005944975468,-1.3386486676819331,0.6681154008703393,-0.4798195870991487,-0.39678745640094665,-0.6180944254475267,0.8095380441138342,-0.006115007369915799,0.20745076290745373,-0.4820116912666079,-0.8066975014881984,1.7350492935411213,1.1485583859209463,-1.3189537045242303,-0.4680666822462767,-1.2208936225656009,-0.15515431174543434,-0.5010838414162816,0.7206341182903544,0.7225624579763679,-0.3553840110658887,0.8809279655042516,-0.36211173798080204,1.4169197478526323,-0.3574076252973639,1.3033747323508778,-0.07973472493749187,0.7904566642030896,-1.1923334955292024,-0.5075700866890275,-1.5546034769143386
2025_week12_008,Alabama,Auburn,930,750,0.1,0.1,0.45,0.45,1.0,1.0,1.15,1.0,-0.42972088616746185,-2.0502243765467756,1.628632867451127,-0.6531072038144146,1.3548909561837719,0.6798212751526921,-0.6912076941055225,0.5934739381198612,0.2937830849651777,-0.5789506037237527,2.1523801278222736,-0.6426356299447347,-1.453091832490167,0.976013227207054,1.4682545934153706,0.1210540956030892,0.97694586358643,1.3565294426628782,0.931883828838927,0.2519440829753485,-0.42237873811024895,0.6054232902597928,0.43917715887320585,-0.7494581372242335,-0.8897630042103049,-0.20871673932580742,-0.4147877559928269,-0.11640865198186708,-0.10078215840828372,0.8595222298931741,0.38001527986303374,-0.335293366795451,-1.5029230446876787,-0.5504813487357475,-0.8335167836311654,-0.42948040959771666,-0.5709552056136755,-0.14919288800039696,0.20252060071544015,-1.1291557629609004,-1.456096894228945,0.8024183054077847,-0.26358677426853383,-1.0296809184542166,-0.24444713110584174,-0.38438221570332975,-0.3655739316698073,0.42251588264240925,0.9431978917302569,0.07581123585535655,0.398282684727193,-0.00753085288554372,1.0979454215653632,1.1232300480242468,0.6082407933939629,-0.8852513157841438,1.4737720913400942,0.523053000827646,0.12156899696251472,-2.4682987541575048,0.4045780664978621,-1.7234918430210173,0.4024596387969345,0.12412148359277299,0.9629356764672116,-0.21798700225767645,3.088505866676399,-0.8930900849418331,0.05520789350729792,0.24704056554829215,-0.6891621559293839,1.029222259342799,-1.2250086451846116,-1.5104423177211594,0.8224207112517226,0.4008127032478962
2025_week12_009,Ole Miss,Missouri,750,750,0.1,0.1,0.45,0.45,1.12,1.0,1.0,1.0,-0.1487786369319989,0.0005117040615040652,-1.3413876384324368,1.2887535026880101,0.6417347225157749,-1.1009626549750875,-0.907262445207509,0.6131461123927225,-1.4925582959935175,0.9196064652333868,-1.630338231777242,0.21280747929834862,-0.9953240487869939,-0.022728062641120258,-0.7698440736654961,0.8363471464583586,1.276251463739269,0.8877491867323484,1.2852496977122627,-2.3471247817473024,-1.7347971286995871,0.25274692141241273,-0.12767712155113814,-0.714470289084373,0.0012015641293565802,-0.7492607838163602,0.08801563516881569,-1.2111272597535014,-1.1452492845717588,0.264199295345453,-0.753408346568894,0.4315788842816147,1.5469753240769852,-0.6694075034578584,1.1070572594149353,-0.8815571035769596,-1.2766212412160707,-0.5640110821775008,1.621680515767685,-0.7683033830400531,-0.6058328615585832,-0.02354326822360962,-0.6489118943776565,-0.6635097075669659,-1.4471701920168978,0.9991245644380535,-0.8247254157246894,-1.5692735724015912,0.30655046782732376,2.354574696589284,1.182041912970372,0.021919701844555658,1.4201752776648833,-0.7535328937896025,-0.7098260314448196,0.03780863348573038,-1.0974771556515106,-0.9830035048325234,-1.1975584855200705,0.127113380797858,-0.7307247325818341,-0.7025460075505325,-0.8915287972460298,-0.15973491689810443,-0.5200182113197929,2.725364853868061,-0.6783872325668744,-0.162521168002773,-1.8436989157438035,-1.2404154733721147,-0.12130123193896748,0.45377313940601594,-1.1734826775433487,-0.7388317286954741,-0.5549124994063942,0.36846092282018056
2025_week12_010,USC,UCLA,750,750,0.1,0.1,0.45,0.45,1.0,1.0,1.15,1.0,-1.0040503791410975,-0.32692775723459133,-1.2680267303993862,0.907097894245132,-0.5933170708390402,0.6413565781309228,0.598792419987977,0.6324670510832073,0.7157753511605202,-0.9812534039058837,0.7092106157375567,0.2311385616265394,-0.2928598035641763,-0.49408083745053055,-1.001562248286171,-0.3572201716491201,-0.5114173357928989,-1.7371174747272515,-1.1999717126186504,-0.3346426985553797,0.05492885585488415,-2.308303523072775,-0.3097002858334335,1.1333193445402288,1.5758294995713695,0.28043712894942185,-2.473193194548376,0.47233000737394837,-0.08449077749235921,0.8881819562013746,0.5383670856780276,0.46992942149351913,-0.026766568434556624,0.5786961114814462,1.9497486303910359,-0.901622359352942,-1.249509345181843,2.292294264220743,-1.392090814592702,1.8098344311977927,0.7965576284165597,0.11958741202790008,-1.0466238221094868,0.0039970710946232255,-0.8581112152298632,-0.6009907849271702,-0.6796733611171606,0.10467595425249475,-1.1812075920158973,0.751444848735125,1.3027197693125587,-1.7094625600448747,1.6467605753008356,0.6014762368613193,1.2676990450392882,2.1272129195107508,1.3265342037802277,1.2831878696289922,-1.049229292690889,0.3174382904406325,-1.984980981956551,0.2767736783584271,0.04351050075525127,0.35576837515829446,0.5473539037607434,-1.0230567808744866,0.027077974789689128,-0.12440642214368705,-0.8554827495953957,-0.7348295144554177,1.6925889177656228,-1.2464534651810546,1.0360063590956448,1.1940608133898616,1.4680929464382877,-0.9094915557529089
